GrLivArea,SalePrice,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,lats,longs,MissingLoc
999,130000,190,RL,75.0,11235,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,2fmCon,SFoyer,5,5,1963,1963,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,Gd,TA,Av,ALQ,925.0,Unf,0.0,0.0,925.0,GasA,TA,Y,SBrkr,999,0,0,1.0,0.0,1,0,3,1,TA,6,Typ,0,,Detchd,1963.0,Unf,1.0,308.0,TA,TA,Y,40,176,0,0,0,0,,MnPrv,,0,3,2007,WD ,Normal,42.03337493877551,-93.67558555102042,0
912,129000,20,RL,65.39611651040101,7791,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,RRAe,Norm,1Fam,1Story,5,8,1963,1995,Gable,CompShg,Plywood,Plywood,None,0.0,Gd,Gd,CBlock,TA,TA,No,ALQ,624.0,Unf,0.0,288.0,912.0,GasA,Ex,Y,SBrkr,912,0,0,1.0,0.0,1,0,3,1,Gd,6,Typ,0,,Attchd,1963.0,RFn,1.0,300.0,TA,TA,Y,0,0,0,0,0,0,,GdWo,,0,10,2009,WD ,Normal,42.03547188676149,-93.66951442264771,0
1392,215000,20,RL,80.0,10000,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,166.0,Gd,TA,PConc,Gd,TA,No,GLQ,585.0,Unf,0.0,856.0,1441.0,GasA,Ex,Y,SBrkr,1392,0,0,0.0,0.0,2,0,3,1,Gd,6,Typ,1,Gd,Attchd,2002.0,Fin,3.0,650.0,TA,TA,Y,168,49,0,0,0,0,,,,0,12,2007,WD ,Normal,41.995227545146506,-93.60738803049604,0
1405,173000,120,RL,48.0,3480,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,Stone,163.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1405.0,1405.0,GasA,Ex,Y,SBrkr,1405,0,0,0.0,0.0,2,0,2,1,Gd,6,Typ,1,TA,Attchd,2003.0,RFn,2.0,478.0,TA,TA,Y,148,36,0,0,0,0,,,,0,11,2009,WD ,Normal,42.029367772535345,-93.651464136116,1
1456,146000,160,RL,24.0,2280,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,Norm,Twnhs,2Story,6,5,1978,1978,Gable,CompShg,Plywood,Brk Cmn,None,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,311.0,Unf,0.0,544.0,855.0,GasA,Fa,Y,SBrkr,855,601,0,0.0,0.0,2,1,3,1,TA,7,Typ,1,TA,Attchd,1978.0,Unf,2.0,440.0,TA,TA,Y,26,0,0,0,0,0,,,,0,7,2010,WD ,Normal,42.049714503104646,-93.62595076436872,0
2443,265000,60,FV,85.0,10625,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,353.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,1158.0,1158.0,GasA,Ex,Y,SBrkr,1158,1285,0,0.0,0.0,2,1,4,1,Gd,9,Min2,1,Gd,BuiltIn,2004.0,RFn,3.0,744.0,TA,TA,Y,193,127,0,0,0,0,,,,0,6,2007,WD ,Normal,42.052099349194386,-93.64062832128064,0
1668,285000,20,RL,90.0,11248,Pave,,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,9,5,2002,2002,Hip,CompShg,VinylSd,VinylSd,Stone,215.0,Gd,TA,PConc,Gd,TA,Av,GLQ,1059.0,Unf,0.0,567.0,1626.0,GasA,Ex,Y,SBrkr,1668,0,0,1.0,0.0,2,0,3,1,Gd,7,Typ,1,TA,Attchd,2002.0,Fin,3.0,702.0,TA,TA,Y,257,45,0,0,0,0,,,,0,7,2007,WD ,Normal,42.0180246001813,-93.68001602552728,0
1470,177000,60,RL,75.23092387359691,13869,Pave,,IR2,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,6,1997,1997,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,Av,GLQ,182.0,Unf,0.0,612.0,794.0,GasA,Gd,Y,SBrkr,794,676,0,0.0,1.0,2,0,3,1,TA,6,Typ,0,,Attchd,1997.0,Fin,2.0,388.0,TA,TA,Y,0,75,0,0,0,0,,,,0,7,2007,WD ,Normal,42.060798299999995,-93.6364315,0
2790,460000,60,RL,96.0,12539,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,PosN,Norm,1Fam,2Story,10,5,2005,2006,Hip,CompShg,CemntBd,CmentBd,BrkFace,468.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,1082.0,Unf,0.0,538.0,1620.0,GasA,Ex,Y,SBrkr,1632,1158,0,1.0,0.0,2,1,4,1,Ex,10,Typ,1,Ex,BuiltIn,2005.0,Fin,4.0,1150.0,TA,TA,Y,30,200,0,0,192,0,,,,0,6,2008,WD ,Normal,42.06026381632653,-93.6575450612245,0
1254,158500,80,RL,100.0,9600,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,6,5,1961,1961,Hip,CompShg,WdShing,Wd Shng,BrkFace,291.0,TA,TA,CBlock,TA,TA,Av,ALQ,600.0,Unf,0.0,618.0,1218.0,GasA,TA,Y,SBrkr,1254,0,0,1.0,0.0,1,0,3,1,TA,6,Typ,1,Gd,Attchd,1961.0,RFn,2.0,525.0,TA,TA,Y,0,0,0,0,168,0,,,,0,5,2007,WD ,Normal,42.046810674425885,-93.61572146125864,0
1851,192100,20,RL,90.0,11727,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,7,6,1969,1969,Gable,CompShg,HdBoard,HdBoard,BrkFace,434.0,TA,Gd,CBlock,TA,TA,Mn,Unf,0.0,Unf,0.0,1851.0,1851.0,GasA,Gd,Y,SBrkr,1851,0,0,0.0,0.0,2,0,3,1,TA,8,Typ,1,TA,Attchd,1969.0,Fin,2.0,506.0,TA,TA,Y,0,146,0,0,0,0,,,,0,3,2006,WD ,Normal,42.05034167989689,-93.61746741627456,0
1812,169500,60,RL,69.0,7590,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,PosN,Norm,1Fam,2Story,5,5,1962,1962,Gable,CompShg,VinylSd,VinylSd,BrkFace,288.0,TA,TA,CBlock,TA,TA,No,ALQ,540.0,Unf,0.0,324.0,864.0,GasA,TA,Y,SBrkr,876,936,0,0.0,0.0,2,0,4,1,TA,8,Typ,1,TA,Attchd,1962.0,RFn,1.0,264.0,TA,TA,Y,0,168,0,0,0,0,,,,0,7,2007,WD ,Normal,42.03632541910413,-93.60366918912683,0
864,99600,90,RL,50.0,9350,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Duplex,SFoyer,5,5,1975,1975,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,PConc,Gd,TA,Av,GLQ,864.0,Unf,0.0,0.0,864.0,GasA,Fa,N,SBrkr,864,0,0,1.0,0.0,1,0,2,1,TA,4,Typ,0,,,1975.0,,0.0,0.0,,,Y,0,0,0,0,0,0,,,,0,4,2008,WD ,Normal,42.029367772535345,-93.651464136116,1
1468,239900,20,RL,71.0,9178,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,1468.0,1468.0,GasA,Ex,Y,SBrkr,1468,0,0,0.0,0.0,2,0,3,1,Gd,6,Typ,1,Gd,Attchd,2008.0,RFn,3.0,904.0,TA,TA,Y,192,142,0,0,0,0,,,,0,6,2009,WD ,Normal,42.02618222242579,-93.68945516172742,0
1523,158000,50,RL,78.0,15600,Pave,,Reg,Bnk,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,5,7,1949,2005,Gable,CompShg,BrkComm,Brk Cmn,None,0.0,TA,TA,BrkTil,TA,TA,No,BLQ,312.0,Rec,507.0,248.0,1067.0,GasW,Fa,N,SBrkr,986,537,0,1.0,0.0,2,0,3,1,Fa,7,Maj2,1,TA,Attchd,1949.0,Unf,1.0,295.0,TA,TA,Y,0,0,81,0,0,0,,,,0,10,2009,WD ,Normal,42.029367772535345,-93.651464136116,1
2393,345000,160,FV,36.0,3951,Pave,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,10,5,1998,1999,Gable,CompShg,BrkFace,MetalSd,None,0.0,Ex,TA,PConc,Gd,TA,Mn,BLQ,128.0,GLQ,842.0,0.0,970.0,GasA,Ex,Y,SBrkr,1469,924,0,1.0,0.0,2,1,2,1,Ex,7,Typ,1,TA,Attchd,1998.0,Fin,2.0,846.0,TA,TA,Y,0,90,0,0,94,0,,,,0,2,2008,WD ,Normal,42.0471576213377,-93.64174117357345,0
1393,135500,50,RL,59.0,16466,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,7,1955,1955,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,PConc,TA,TA,No,Unf,0.0,Unf,0.0,816.0,816.0,GasA,TA,Y,SBrkr,872,521,0,0.0,0.0,1,1,3,1,TA,8,Typ,0,,Attchd,1955.0,Unf,1.0,300.0,TA,TA,Y,121,0,0,0,265,0,,,,0,4,2008,WD ,Normal,42.01854294999573,-93.663491571215,0
1013,113000,45,RM,50.0,5000,Pave,,Reg,Bnk,AllPub,Inside,Mod,BrkSide,Norm,Norm,1Fam,1.5Unf,6,7,1926,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,992.0,992.0,GasA,Ex,Y,SBrkr,1013,0,0,0.0,0.0,1,0,3,1,TA,6,Typ,0,,Detchd,1926.0,Unf,1.0,160.0,Fa,TA,Y,0,0,101,0,0,0,,,,0,4,2008,WD ,Normal,42.03334814285714,-93.62169108163263,0
1349,179000,20,RL,65.0,8450,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,7,5,2000,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,108.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1349.0,1349.0,GasA,Ex,Y,SBrkr,1349,0,0,0.0,0.0,2,0,3,1,TA,6,Typ,0,,Attchd,2000.0,Unf,2.0,539.0,TA,TA,Y,120,55,0,0,0,0,,GdPrv,,0,12,2007,WD ,Normal,42.03613564403293,-93.68876404466505,0
1620,152000,60,RL,80.0,10793,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,RRAn,Norm,1Fam,2Story,5,5,1969,1969,Mansard,CompShg,WdShing,HdBoard,BrkFace,263.0,TA,TA,CBlock,TA,TA,No,Rec,493.0,BLQ,287.0,0.0,780.0,GasA,Ex,Y,SBrkr,780,840,0,0.0,0.0,2,1,4,1,TA,7,Min1,0,,Attchd,1969.0,Fin,2.0,462.0,TA,TA,Y,208,0,0,0,0,0,,GdWo,,0,4,2007,WD ,Normal,42.050280268960826,-93.63731636146414,0
1632,176500,60,RL,63.0,9084,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,1998,1998,Hip,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,935.0,935.0,GasA,Gd,Y,SBrkr,955,677,0,0.0,0.0,2,1,3,1,TA,8,Typ,1,TA,Attchd,1998.0,Fin,2.0,462.0,TA,TA,Y,0,28,0,0,0,0,,,,0,6,2006,WD ,Normal,42.05819219711453,-93.63933664905286,0
848,155900,120,RM,37.0,4435,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,169.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,662.0,Unf,0.0,186.0,848.0,GasA,Ex,Y,SBrkr,848,0,0,1.0,0.0,1,0,1,1,Gd,3,Typ,1,Gd,Attchd,2004.0,RFn,2.0,420.0,TA,TA,Y,140,0,0,0,0,0,,,,0,5,2006,WD ,Normal,42.01627320293952,-93.68205827792542,0
1577,280000,120,RL,48.0,7841,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,2005,2005,Hip,CompShg,MetalSd,MetalSd,BrkFace,394.0,Ex,TA,PConc,Ex,TA,No,GLQ,848.0,Unf,0.0,729.0,1577.0,GasA,Ex,Y,SBrkr,1577,0,0,1.0,0.0,2,0,2,1,Ex,6,Typ,1,Gd,Attchd,2005.0,RFn,2.0,564.0,TA,TA,Y,203,39,0,0,0,0,,,,0,5,2007,WD ,Normal,42.05701005118444,-93.65369833105926,0
1507,127000,80,RL,70.0,7910,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,5,5,1960,1960,Hip,CompShg,BrkFace,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,666.0,Unf,0.0,409.0,1075.0,GasA,Gd,Y,SBrkr,1507,0,0,0.0,0.0,2,0,4,1,TA,7,Maj1,0,,Basment,1960.0,Unf,1.0,404.0,TA,TA,Y,0,0,0,0,0,0,,GdWo,,0,8,2008,WD ,Normal,42.03592591001854,-93.60692725319849,0
2094,263000,60,FV,75.0,9375,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,912.0,912.0,GasA,Ex,Y,SBrkr,912,1182,0,0.0,0.0,2,1,4,1,Gd,8,Typ,1,Gd,BuiltIn,2003.0,Fin,2.0,615.0,TA,TA,Y,182,182,0,0,0,0,,,,0,11,2009,WD ,Normal,42.051301476252156,-93.64100410148941,0
1092,145000,20,RL,75.0,8250,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,7,1964,1964,Hip,CompShg,HdBoard,HdBoard,Stone,260.0,TA,TA,CBlock,Gd,TA,No,Rec,787.0,Unf,0.0,305.0,1092.0,GasA,Ex,Y,SBrkr,1092,0,0,1.0,0.0,1,0,3,1,TA,6,Typ,0,,Attchd,1964.0,RFn,2.0,504.0,TA,Gd,Y,0,0,0,0,0,0,,MnPrv,,0,7,2008,WD ,Normal,42.041943686868684,-93.62761807070707,0
1848,254000,60,FV,68.0,7379,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,484.0,Unf,0.0,491.0,975.0,GasA,Ex,Y,SBrkr,975,873,0,1.0,0.0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,2000.0,RFn,2.0,592.0,TA,TA,Y,280,184,0,0,0,0,,,,0,4,2010,WD ,Normal,42.04638169320729,-93.6438304934309,0
2197,287500,60,RL,91.0,10010,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,5,1993,1994,Hip,WdShake,VinylSd,VinylSd,BrkFace,320.0,Gd,TA,PConc,Gd,TA,Av,BLQ,228.0,GLQ,852.0,0.0,1080.0,GasA,Ex,Y,SBrkr,1108,1089,0,1.0,0.0,2,1,4,1,Gd,9,Typ,1,Gd,Attchd,1993.0,Fin,3.0,783.0,TA,TA,Y,385,99,0,0,0,0,,,,0,7,2008,WD ,Normal,42.049705285158616,-93.65395841023458,0
1182,120000,50,RM,56.0,9576,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,6,7,1945,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,Fa,TA,No,Rec,310.0,Unf,0.0,460.0,770.0,GasA,TA,Y,SBrkr,885,297,0,0.0,0.0,1,1,3,1,TA,5,Typ,0,,Detchd,1945.0,Unf,1.0,378.0,Fa,TA,Y,0,0,0,0,0,0,,GdWo,,0,5,2006,WD ,Normal,42.032109999999996,-93.6089055,0
1954,311500,50,RL,78.12893966620695,15660,Pave,,IR1,Lvl,AllPub,Corner,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,7,9,1939,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,312.0,Gd,Gd,CBlock,TA,TA,No,BLQ,341.0,Unf,0.0,457.0,798.0,GasA,Ex,Y,SBrkr,1137,817,0,0.0,1.0,1,1,3,1,Gd,8,Typ,2,TA,Attchd,1939.0,Unf,2.0,431.0,TA,TA,Y,0,119,150,0,0,0,,,,0,5,2008,WD ,Normal,42.015552,-93.643505,0
1484,265900,20,RL,64.0,9037,Pave,,IR1,HLS,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,32.0,Gd,TA,PConc,Gd,TA,Av,GLQ,428.0,Unf,0.0,1048.0,1476.0,GasA,Ex,Y,SBrkr,1484,0,0,0.0,0.0,2,0,2,1,Ex,6,Typ,1,Gd,Attchd,2006.0,RFn,2.0,472.0,TA,TA,Y,120,33,0,0,0,0,,,,0,12,2007,WD ,Normal,41.99410007480293,-93.65059963435036,0
498,35000,30,RL,60.0,8088,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Feedr,Norm,1Fam,1Story,2,3,1922,1955,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,498.0,498.0,GasA,TA,N,FuseF,498,0,0,0.0,0.0,1,0,1,1,TA,3,Typ,0,,Detchd,1922.0,Unf,1.0,216.0,Fa,Fa,N,0,0,100,0,0,0,,,,0,2,2006,ConLD,Normal,42.19464531055179,-94.4750704075049,0
672,86900,30,RL,60.0,5400,Pave,,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1Story,4,7,1940,2005,Gambrel,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,TA,TA,No,Unf,0.0,Unf,0.0,672.0,672.0,GasA,Gd,Y,SBrkr,672,0,0,0.0,0.0,1,0,2,1,TA,4,Typ,0,,Detchd,1997.0,Unf,1.0,308.0,TA,TA,N,88,108,0,0,0,0,,,,0,7,2008,WD ,Normal,42.035840836734685,-93.61223146938777,0
1285,127000,50,RM,50.0,8635,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,5,1948,2001,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,336.0,GLQ,41.0,295.0,672.0,GasA,TA,Y,SBrkr,1072,213,0,1.0,0.0,1,0,2,1,TA,6,Min1,0,,Detchd,1948.0,Unf,1.0,240.0,TA,TA,Y,0,0,0,0,0,0,,MnPrv,,0,1,2008,WD ,Normal,42.031212857142854,-93.62162916326531,0
1029,118500,20,RL,61.0,7943,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,4,5,1961,1961,Gable,CompShg,VinylSd,VinylSd,BrkCmn,192.0,TA,Fa,CBlock,TA,TA,Mn,Rec,903.0,Unf,0.0,126.0,1029.0,GasA,Gd,Y,SBrkr,1029,0,0,1.0,0.0,1,0,3,1,TA,5,Typ,0,,Attchd,1961.0,Unf,1.0,261.0,TA,TA,Y,64,0,39,0,0,0,,,,0,4,2007,WD ,Normal,42.03442457142857,-93.67004946938776,0
1114,159000,20,RL,66.0,13695,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,1Story,5,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,TA,TA,No,GLQ,646.0,Unf,0.0,468.0,1114.0,GasA,Ex,Y,SBrkr,1114,0,0,1.0,0.0,1,1,3,1,Gd,6,Typ,0,,Detchd,2004.0,Unf,2.0,576.0,TA,TA,Y,0,102,0,0,0,0,,,,0,6,2008,WD ,Normal,42.03779564343747,-93.69058645850664,0
1700,200000,20,RL,70.0,9135,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,6,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,120.0,Gd,TA,PConc,Gd,TA,Av,GLQ,340.0,Unf,0.0,1342.0,1682.0,GasA,Ex,Y,SBrkr,1700,0,0,1.0,0.0,2,0,3,1,Gd,7,Typ,0,,Attchd,2003.0,RFn,2.0,544.0,TA,TA,Y,192,23,0,0,0,0,,,,0,5,2006,WD ,Normal,42.01586263636364,-93.68765181818182,0
948,119000,20,RL,60.0,8190,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,6,1954,1954,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,732.0,Unf,0.0,216.0,948.0,GasA,Ex,Y,SBrkr,948,0,0,1.0,0.0,1,0,3,1,TA,5,Typ,1,TA,Detchd,1956.0,Unf,1.0,280.0,TA,TA,Y,0,36,0,0,0,0,,,,0,10,2007,WD ,Normal,42.01984084151792,-93.66329144396406,0
1639,115000,50,RL,51.0,10480,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,6,5,1936,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,1064.0,1064.0,GasA,Ex,Y,FuseA,1166,0,473,0.0,0.0,1,0,3,1,TA,6,Maj2,0,,Detchd,1936.0,Unf,1.0,240.0,TA,TA,Y,0,0,0,0,0,0,,,,0,3,2008,WD ,Normal,42.01606526530613,-93.64695448979592,0
2064,250000,60,RL,50.0,13128,Pave,,IR1,HLS,AllPub,CulDSac,Gtl,Gilbert,Norm,Norm,1Fam,2Story,8,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,216.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1074.0,1074.0,GasA,Ex,Y,SBrkr,1074,990,0,0.0,0.0,2,1,4,1,Gd,7,Typ,1,Gd,Attchd,2005.0,Fin,2.0,527.0,TA,TA,Y,0,119,0,0,0,0,,,,0,1,2006,WD ,Normal,42.062811900090814,-93.63605800668009,0
1643,195000,20,RL,71.39764670291395,11500,Pave,,IR1,Bnk,AllPub,CulDSac,Gtl,ClearCr,Norm,Norm,1Fam,1Story,6,6,1966,1966,Flat,Tar&Grv,Plywood,Plywood,None,0.0,TA,TA,CBlock,Gd,Gd,Gd,LwQ,262.0,ALQ,723.0,197.0,1182.0,GasA,Ex,Y,SBrkr,1643,0,0,1.0,0.0,2,0,2,1,TA,6,Typ,1,Gd,Attchd,1966.0,Unf,2.0,438.0,TA,TA,Y,339,0,0,0,0,0,,,,0,3,2008,WD ,Normal,42.02458194328168,-93.68225724415129,0
1513,220000,20,RL,90.0,15750,Pave,,Reg,Lvl,AllPub,FR3,Gtl,CollgCr,Feedr,Norm,1Fam,1Story,8,5,1999,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,260.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,1246.0,Unf,0.0,216.0,1462.0,GasA,Ex,Y,SBrkr,1513,0,0,1.0,0.0,2,0,2,1,Gd,5,Typ,1,TA,Attchd,1999.0,Fin,2.0,521.0,TA,TA,Y,135,34,0,0,0,0,,,,0,6,2009,WD ,Normal,42.0187764,-93.68261740000001,0
950,119500,20,RL,61.0,9758,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1971,1971,Gable,CompShg,HdBoard,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,412.0,LwQ,287.0,251.0,950.0,GasA,TA,Y,SBrkr,950,0,0,0.0,0.0,1,0,3,1,TA,5,Typ,0,,Detchd,1981.0,Unf,1.0,280.0,TA,TA,Y,0,0,0,0,0,0,,,,0,7,2007,WD ,Normal,42.05364195653941,-93.62715398916313,0
1094,155000,20,RL,85.0,10452,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,6,5,1953,1953,Hip,CompShg,Wd Sdng,Wd Sdng,Stone,216.0,TA,TA,CBlock,TA,TA,Mn,Rec,500.0,Unf,0.0,594.0,1094.0,GasA,Ex,Y,SBrkr,1094,0,0,0.0,0.0,1,0,3,1,TA,5,Typ,2,Gd,Attchd,1953.0,RFn,2.0,495.0,TA,TA,Y,0,0,0,0,287,0,,,,0,6,2008,WD ,Normal,42.027463,-93.665763,0
1671,290000,20,RL,103.0,16280,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Veenker,Norm,Norm,1Fam,1Story,8,9,1976,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,Ex,Ex,CBlock,Gd,Ex,Mn,GLQ,1044.0,Rec,382.0,0.0,1426.0,GasA,Ex,Y,SBrkr,1671,0,0,1.0,0.0,3,0,3,1,Ex,6,Typ,1,Gd,Attchd,1976.0,RFn,2.0,550.0,TA,TA,Y,280,90,0,0,0,0,,GdWo,,0,5,2008,WD ,Normal,42.037694603039114,-93.65786165050163,0
1228,137000,70,RL,53.0,7155,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,7,8,1918,1990,Gambrel,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,Fa,Mn,Unf,0.0,Unf,0.0,600.0,600.0,GasA,Ex,Y,SBrkr,628,600,0,0.0,0.0,1,0,3,1,TA,6,Typ,1,Gd,Detchd,1918.0,Unf,1.0,215.0,Fa,TA,Y,0,113,0,0,195,0,,MnPrv,,0,5,2009,WD ,Normal,42.0169505422425,-93.64492333383257,0
